name,County,pop_range,impact_score,access_tier,dist_to_finance_km,Town_Latitude,Town_Longitude,walking_hours
moto central A,Nakuru,500 - 10k people,2.0,Tier 1: High Access (0-2km),1.002231868000548,-0.2540787064209691,35.7228671019239,0.2
Mutirithia,Nakuru,500 - 10k people,2.0,Tier 1: High Access (0-2km),1.1957851986402246,-0.25717400641404314,35.72209370192199,0.2
Maendeleo/Tembea na Yesu,Nakuru,500 - 10k people,2.0,Tier 1: High Access (0-2km),0.9863425491895713,-0.2575703064114811,35.72452100192138,0.2
Kandenye A,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.346014000399659,-0.27208970639421676,35.697988901915856,0.9
Muthinji,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.962531437539789,-0.2676514064103011,35.68984430192,1.0
Kandenye B/Woodstock,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.81332003117605,-0.27513290638155935,35.706032501912645,0.8
Setkotes,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.253131080757978,-0.30357560633203007,35.677898001898264,1.7
Tangit,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),6.9014949144581,-0.28215510638378827,35.677309701912385,1.4
Cheptagum,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.328595164422689,-0.27407180640864665,35.66911380191892,1.5
Aerial,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.052017182448854,-0.2663752064276479,35.66834130192407,1.4
Kiptororo,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.38129443306467,-0.26807560641871553,35.675629801921865,1.3
Milimani Highlands,Nakuru,500 - 10k people,7.0,Tier 2: Moderate Access (2-5km),3.747206878549697,-0.22032190651588002,35.70248350194913,0.7
Kondamet,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.878919570266923,-0.3178160064258457,35.48455460191799,4.2
Tanzania,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.80715062628998,-0.33728870635609537,35.519570701900115,4.2
Shamba School,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.840985668960602,-0.2904650064754192,35.5088629019322,3.4
Kapkesek,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.34814899965337,-0.37808260629317914,35.4672529018814,4.1
Center B,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.620190623761207,-0.30147260643366824,35.53203300192157,3.3
Mukoe,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.12358767482726,-0.3052470064389136,35.510396401922335,3.6
Mkeu,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.81909394067848,-0.30340310646238344,35.48157480192781,4.0
Kio Center,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.617933286074596,-0.2980766064681382,35.49221080192971,3.7
Chebonde,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.83566557192319,-0.3810973062171833,35.57164160186375,4.6
Soliat,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.844808882202543,-0.36410250625137963,35.58119300187337,4.2
Chebonde,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.520178575750858,-0.36885560625002506,35.56608280187256,4.5
Arimi Farm,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.98329839239381,-0.3716743062305202,35.58543860186781,4.2
Sitoito Centre,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),23.829561058441634,-0.38793040620485464,35.565659601860226,4.8
Ndoinet,Nakuru,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.628388414221902,-0.40386060617982666,35.5461666018528,5.3
Cheronget/Kamochoge,Nakuru,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),24.937381525555793,-0.3939861061956823,35.55774300185748,5.0
Kabarak,Nakuru,500 - 10k people,51.0,Tier 4: Critical Desert (>10km),25.56992652987844,-0.39108760620974065,35.546860701861,5.1
Kasarani B,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.057637509086074,-0.35314060628781385,35.56561210188288,4.2
Chumbek,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.820185363768843,-0.3582179062826752,35.55505690188115,4.4
Kasarani A,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.032218077542943,-0.35188080629475205,35.559669801884596,4.2
Cherwot,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.27328383582589,-0.37189660624901594,35.55662320187201,4.7
Kiletien,Nakuru,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),24.846990919160334,-0.38315480623217574,35.54149680186698,5.0
Tegunot,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),24.052539705807348,-0.37750300624078625,35.54885440186953,4.8
Kapsilibwo,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.72549625471611,-0.36547960626869624,35.54997490187719,4.5
Ndoinet South,Nakuru,500 - 10k people,57.0,Tier 4: Critical Desert (>10km),28.46767563309756,-0.41880490615131366,35.535567301844694,5.7
Kaptembwo,Nakuru,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.333992692657294,-0.3940629062135942,35.53028850186156,5.3
Kowany,Nakuru,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),25.16101268243004,-0.4041562062042632,35.50799910185836,5.0
Bartakatiet,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.444630836114293,-0.4148644061843833,35.499542001852696,4.9
Cheptinting B,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.9852768769692,-0.3655173062748981,35.5404475018786,4.6
Kipsapta,Nakuru,500 - 10k people,54.0,Tier 4: Critical Desert (>10km),27.24070696543283,-0.40380590618731954,35.53500740185453,5.4
Tandora,Nakuru,500 - 10k people,55.0,Tier 4: Critical Desert (>10km),27.289049825142346,-0.423002906149032,35.52390020184372,5.5
Kiptenden,Nakuru,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.369349460216764,-0.42957530614005685,35.513843501840995,5.3
Kimeswon,Nakuru,500 - 10k people,52.0,Tier 4: Critical Desert (>10km),25.85236740976584,-0.4230686061575883,35.510666201845694,5.2
Cheptingting,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.253511663168073,-0.3755533062552991,35.53387540187306,4.9
Motogir,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.738769616475903,-0.37099810630173236,35.47991390188411,4.3
Seretiot,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.489407027587436,-0.3559153063454473,35.46820400189566,4.1
Chepkosa,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.28722103997158,-0.37812080628162487,35.48466120187877,4.5
Chemare West,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.842153191030064,-0.3681623063019787,35.48981030188448,4.6
Chemare East,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.075339022498515,-0.3593213063218729,35.49165240188995,4.6
Kipleplep,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),24.036140962421392,-0.3681529062949372,35.50052060188288,4.8
Kesigenik,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.05545091052555,-0.38930190626280187,35.472778401873306,4.2
Cheptemonok,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.87444201153434,-0.3911404062536875,35.47997150187102,4.4
Korongoi,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.358369750828423,-0.38228380626550773,35.49407050187466,4.7
Sugutek,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),23.84981171165897,-0.3633070062998814,35.510571201884524,4.8
Nyonyi,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),24.000675557457157,-0.3693843062776622,35.52228690187879,4.8
Saino,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.719533134094164,-0.356187206310623,35.52004800188773,4.5
Kiptororo A,Nakuru,500 - 10k people,50.0,Tier 4: Critical Desert (>10km),25.225320852308936,-0.38187650625541203,35.5108672018724,5.0
Liteito,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.296576660369393,-0.39068330624037245,35.50185890186804,4.9
Olguit,Nakuru,500 - 10k people,51.0,Tier 4: Critical Desert (>10km),25.345965355727657,-0.39199500623110306,35.511189801865775,5.1
Kipkoris B,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.51229199272687,-0.39932780622512853,35.49375730186364,4.7
Kipkoris A,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.313708121535186,-0.40281080622436316,35.4823475018631,4.5
Kures,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.346207977105337,-0.4149951061907319,35.48943670185413,4.7
Sachangwan,Nakuru,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.702964513986455,-0.41107600617933493,35.52088760185194,5.3
Sisiyat,Nakuru,500 - 10k people,51.0,Tier 4: Critical Desert (>10km),25.567405326669395,-0.3845967062409103,35.52303860186881,5.1
Kiplongony,Nakuru,500 - 10k people,53.0,Tier 4: Critical Desert (>10km),26.291791767111427,-0.4001290062067268,35.51880890185936,5.3
Simotwet,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.456851835746118,-0.3575958063001634,35.53080510188521,4.5
Kapsingoi,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.246209882417602,-0.343557706338019,35.52426190189533,4.2
Kipkoimet,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.154804114346373,-0.3517966063338227,35.50078520189347,4.6
Kondamet,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.15460358824342,-0.3469544063515883,35.491389901898025,4.6
Arorwet,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.392735659514077,-0.3532389063585028,35.4581085018989,3.9
Shamba Kericho,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.44417313953431,-0.29375040648043366,35.48933220193296,3.7
Kaptembwo,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),22.222947122091604,-0.33146310639423904,35.482894601909365,4.4
Chorwa,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.68694941841197,-0.33685970638541446,35.47670520190678,4.3
Kipkewa Dip,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.654017748946814,-0.33272720638366277,35.49433740190684,4.3
Kipkewa B,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.592409536226228,-0.3290316063957154,35.48949730190996,4.3
Tuyo Bei,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.119122096785382,-0.32419480640701664,35.48990790191306,4.2
Chepitoik,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.76476592036306,-0.34507320636450517,35.47861770190115,4.4
Kipkewa A,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.19529061973914,-0.3221510064037605,35.50226570191254,4.0
Burgei,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.653739685154843,-0.31089120643631357,35.49384520192112,3.9
Taragonik,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.454426761742358,-0.3036427064480567,35.50237590192457,3.7
Wirumire,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.129116765139443,-0.2970237064561863,35.51413500192715,3.4
Wafisi,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.131730895097157,-0.3016519064398095,35.52209920192294,3.4
Matuiku,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.842608438639513,-0.307374406427995,35.51920650191965,3.6
Saino,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.447938294179373,-0.3076385064218105,35.52760210191822,3.5
Kamashaba B,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.322938529655055,-0.31439330642079916,35.504630201917244,3.9
Kamashaba A,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.331038425034205,-0.3122501064282706,35.50107810191917,3.9
Kibugat,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.90364370178924,-0.3176251064041147,35.51816480191312,3.8
Ogilgei B,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.445490616873013,-0.3295682063802518,35.51098140190641,4.1
Burgei,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.653460307326064,-0.3385165063630642,35.50458130190154,4.3
Nagiririet,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.26496799950453,-0.3376021063737079,35.49175580190406,4.5
Asanyo B,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.972285644436155,-0.3319650063451481,35.555437901898195,3.8
Kiptere,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.94774605205609,-0.3322606063628466,35.52757060190217,4.0
Bochege Central,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.63965170448186,-0.32712260637840374,35.52263200190627,3.9
Gesarara,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.598615935349706,-0.32049630638876797,35.530965001909344,3.7
Nyabitongo,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.280867053332624,-0.3394187063547328,35.513938301899564,4.3
Kiptenden,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.552876381069336,-0.3435975063251506,35.543606201892395,4.1
Sosiot,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.993636557451374,-0.3496241063059894,35.550824101887386,4.2
Mororbei,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.323463619810074,-0.3435607063200335,35.551492201891236,4.1
Cheborge,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.530544206921768,-0.3472268063060131,35.55945510188766,4.1
Kamungei,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.734796932006784,-0.34112600631617696,35.56612370189062,3.9
Kapsaos,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.57738267072464,-0.33735520633288785,35.554494001894824,3.9
Masimba,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.256994010946553,-0.33673960626421545,35.66051400187923,2.5
Sasumua,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.888431661903736,-0.3170584063046257,35.67054030189057,2.0
Kahuho,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.379732005175704,-0.3142421063171928,35.661743901893736,2.1
Githiriga,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.512209397005929,-0.35859150622500285,35.640961501867935,3.1
Kongoi / Dairy B,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.897016868147464,-0.327057306366581,35.54078290190359,3.8
Kongoi Center,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.163062889716578,-0.3215236063769367,35.54516040190654,3.6
Michatha,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.65635065604159,-0.30355870642611105,35.53589740191965,3.3
Gwakanira,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.104933735414253,-0.2989136064360742,35.53768780192239,3.2
Kianjogu,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.2950280371929,-0.3096416064468114,35.482478301923614,4.1
Kabarak,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),19.207905085188045,-0.32746490637034303,35.5336112019044,3.8
Sachangwan Kimugul,Nakuru,500 - 10k people,55.0,Tier 4: Critical Desert (>10km),27.516658785014403,-0.4100565061767689,35.52846260185146,5.5
Tumuiyot,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.64820692873935,-0.35715590633556143,35.47870840189329,4.3
Mirangi,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.61510898163472,-0.14765370668067804,35.71919580199441,2.1
Chesubeno,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.740893164888659,-0.11749980678822634,35.667975802021886,1.9
Chepsir,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.515711193063071,-0.11254240678984438,35.68364000202282,2.3
Chebitet,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.795403964040789,-0.10736120681757498,35.66103990202959,2.0
Kapkures,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.754052615553118,-0.10390330682844928,35.657392802032405,2.0
Cereal,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.86582287302833,-0.1002988068226313,35.67925720203153,2.4
Kamara Centre,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.86570135590918,-0.09649930683391605,35.676244902034504,2.4
Kapkwen,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.481290319753274,-0.09743750683412979,35.672511502034425,2.3
Tartaryet,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.2493868560134,-0.1031741068350723,35.650124102033956,1.8
Kiptenden,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.286218910103747,-0.09269410686981758,35.636404402042885,1.9
Kapsimotwo,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.806586943995683,-0.08005600688608298,35.65830420204798,2.4
Cheptebe,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.482509551015696,-0.08679590686715662,35.661966802043004,2.3
Tegat,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.686057015901602,-0.0922884068481377,35.67034530203814,2.3
Bureti A,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.334783574024797,-0.08963540684303768,35.68769920203733,2.7
Tabora,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.935575300757364,-0.08718690685353694,35.680929702039926,2.6
Olenguruone,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.970643262048885,-0.07694870688514804,35.67106470204815,2.6
Kimugul,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.79283170601539,-0.08048070686703004,35.68526250204373,2.8
Total Centre,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.128358460632988,-0.15791570667233734,35.69436200199135,2.0
Total Centre,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.92366248984494,-0.16046940666705414,35.6929799019899,2.0
Total centre B,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.867283367348652,-0.1621272066647015,35.69047500198918,2.0
Arorwet,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.792415982081058,-0.16948840664190692,35.697884601983226,1.8
Chamgaa,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.425047653489603,-0.15766190667709357,35.68814240199246,2.1
Kari,Nakuru,500 - 10k people,7.0,Tier 2: Moderate Access (2-5km),3.5239847758172353,-0.2163131065203323,35.710329701950585,0.7
Lelaitich,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.353752237424736,-0.19699580656519478,35.713060601962866,1.1
Tabain,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.4518360725578745,-0.18762260659002558,35.709825101969514,1.3
Tuiyobei,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.364480078450738,-0.19964080656338168,35.70616670196216,1.1
Baraka,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.327194615532906,-0.20260620655926123,35.70159110196091,1.1
Ushindi,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.3667470704943225,-0.19082150658638788,35.70366550196834,1.3
Casino,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.576281038681074,-0.1932804065860288,35.69527650196797,1.3
Silanga,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.339500615608421,-0.18098260660965068,35.70450680197467,1.5
Miti Tano,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.0529982038781736,-0.18688130659991561,35.697673201971824,1.4
Kimugul,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.759281339828236,-0.18181910661485085,35.69365000197575,1.6
Kisii Ndogo,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.581619720032944,-0.18601260660724558,35.689834801973554,1.5
Sigowet,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),8.081446852367536,-0.17514680662610813,35.701017901979036,1.6
